SCODE,CCODE,COUNTRY,YEAR,IND,INTIND,INTVIOL,INTWAR,CIVVIOL,CIVWAR,ETHVIOL,ETHWAR,INTTOT,CIVTOT,ACTOTAL,nBORDER,TOTINT,TOTCIV,TOTALAC,nINT,nCIV,nAC,REGION,nREGION,REGINT,REGCIV,REGAC,nRINT,nRCIV,nRAC,NCIVLIST,NINTLIST,NACLIST
CUB,40,Cuba,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,7,7,0,2,2,,,
CUB,40,Cuba,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,7,7,0,2,2,,,
CYP,352,Cyprus,1960,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,0,5,5,0,1,1,,,
CYP,352,Cyprus,1961,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,0,10,10,0,2,2,,,
CYP,352,Cyprus,1962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,0,10,10,0,2,2,,,
CYP,352,Cyprus,1963,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,14,0,13,13,0,4,4,,,
CYP,352,Cyprus,1964,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,14,0,12,12,0,3,3,,,
CYP,352,Cyprus,1965,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,14,0,14,14,0,4,4,,,
CYP,352,Cyprus,1966,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,14,0,14,14,0,4,4,,,
CYP,352,Cyprus,1967,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,15,16,14,30,4,4,7,,,
CYP,352,Cyprus,1968,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,5,15,16,14,30,4,4,7,,,
CYP,352,Cyprus,1969,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,16,12,28,4,3,6,,,
CYP,352,Cyprus,1970,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,16,15,31,4,4,6,,,
CYP,352,Cyprus,1971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,18,0,13,13,0,4,4,,,
CYP,352,Cyprus,1972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,18,0,13,13,0,4,4,,,
CYP,352,Cyprus,1973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,18,9,8,17,3,3,5,,,
CYP,352,Cyprus,1974,1,0,0,0,2,0,0,0,0,2,2,1,0,2,2,0,1,1,5,18,2,12,14,2,5,6,TUR,,
CYP,352,Cyprus,1975,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,5,18,2,15,17,2,5,6,TUR,,
CYP,352,Cyprus,1976,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,5,18,0,15,15,0,5,5,TUR,,
CYP,352,Cyprus,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,1,5,18,0,16,16,0,4,4,TUR,,
CYP,352,Cyprus,1978,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,1,5,18,6,21,27,4,6,7,TUR,,
CYP,352,Cyprus,1979,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,1,5,18,2,29,31,2,6,8,TUR,,
CYP,352,Cyprus,1980,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,1,5,18,12,29,41,2,6,6,TUR,,
CYP,352,Cyprus,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,5,18,13,27,40,3,6,6,TUR,,
CYP,352,Cyprus,1982,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,5,18,21,27,48,4,6,6,TUR,,
CYP,352,Cyprus,1983,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,5,18,20,30,50,4,6,6,TUR,,
CYP,352,Cyprus,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,5,18,20,33,53,4,6,6,TUR,,
CYP,352,Cyprus,1985,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,5,18,20,33,53,4,6,6,TUR,,
CYP,352,Cyprus,1986,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,18,20,30,50,4,7,7,TUR,,
CYP,352,Cyprus,1987,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,18,20,30,50,4,7,7,TUR,,
CYP,352,Cyprus,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,18,20,28,48,4,6,6,TUR,,
CYP,352,Cyprus,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,18,8,28,36,2,6,6,TUR,,
CYP,352,Cyprus,1990,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,18,18,28,46,4,6,7,TUR,,
CYP,352,Cyprus,1991,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,16,34,50,4,8,10,TUR,,
CYP,352,Cyprus,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,6,30,36,2,8,9,TUR,,
CYP,352,Cyprus,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,6,30,36,2,8,9,TUR,,
CYP,352,Cyprus,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,6,19,25,2,7,8,TUR,,
CYP,352,Cyprus,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,0,18,18,0,6,6,TUR,,
CYP,352,Cyprus,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,0,19,19,0,6,6,TUR,,
CYP,352,Cyprus,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,0,19,19,0,6,6,TUR,,
CYP,352,Cyprus,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,1,17,18,1,6,6,TUR,,
CYP,352,Cyprus,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,5,20,1,12,13,1,4,5,TUR,,
CYP,352,Cyprus,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,20,1,8,9,1,2,3,,,
CYP,352,Cyprus,2001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,20,1,8,9,1,2,3,,,
CYP,352,Cyprus,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,20,1,8,9,1,2,3,,,
CYP,352,Cyprus,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,20,6,8,14,1,3,4,,,
CYP,352,Cyprus,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,6,10,16,1,5,6,TUR,,
CYP,352,Cyprus,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,6,10,16,1,5,6,TUR,,
CYP,352,Cyprus,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,10,10,20,3,5,7,TUR,,
CYP,352,Cyprus,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,6,11,17,1,6,7,TUR,,
CYP,352,Cyprus,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,7,10,17,2,5,7,TUR,,
CYP,352,Cyprus,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,6,9,15,1,4,5,TUR,,
CYP,352,Cyprus,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,6,9,15,1,4,5,TUR,,
CYP,352,Cyprus,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,0,20,20,0,7,7,TUR,,
CYP,352,Cyprus,2012,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,5,20,0,19,19,0,6,6,TUR,,
CZE,315,Czech Republic,1946,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,2,5,7,1,1,2,,,
CZE,315,Czech Republic,1947,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,2,5,7,1,1,2,,,
CZE,315,Czech Republic,1948,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,3,5,8,2,1,3,,,
CZE,315,Czech Republic,1949,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,5,8,2,1,3,,,
CZE,315,Czech Republic,1950,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
CZE,315,Czech Republic,1951,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
CZE,315,Czech Republic,1952,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
CZE,315,Czech Republic,1953,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
CZE,315,Czech Republic,1954,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,6,0,6,2,0,2,,,
CZE,315,Czech Republic,1955,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
CZE,315,Czech Republic,1956,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,6,0,6,2,0,2,,HUN,
CZE,315,Czech Republic,1957,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
CZE,315,Czech Republic,1958,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
CZE,315,Czech Republic,1959,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
CZE,315,Czech Republic,1960,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
CZE,315,Czech Republic,1961,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,4,0,4,2,0,2,,,
CZE,315,Czech Republic,1962,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,4,0,4,2,0,2,,,
CZE,315,Czech Republic,1963,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,1,0,1,1,0,1,,,
CZE,315,Czech Republic,1964,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,1,0,1,1,0,1,,,
CZE,315,Czech Republic,1965,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
CZE,315,Czech Republic,1966,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
CZE,315,Czech Republic,1967,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
CZE,315,Czech Republic,1968,1,0,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,30,2,2,4,1,2,3,,,
CZE,315,Czech Republic,1969,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,1,0,30,3,2,5,2,1,3,,USR,
CZE,315,Czech Republic,1970,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
CZE,315,Czech Republic,1971,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
CZE,315,Czech Republic,1972,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
CZE,315,Czech Republic,1973,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
CZE,315,Czech Republic,1974,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,5,7,1,3,4,,,
CZE,315,Czech Republic,1975,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,2,5,7,1,3,4,,,
CZE,315,Czech Republic,1976,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,5,5,0,3,3,,,
CZE,315,Czech Republic,1977,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
CZE,315,Czech Republic,1978,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
CZE,315,Czech Republic,1979,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
CZE,315,Czech Republic,1980,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,7,10,1,3,4,,USR,
CZE,315,Czech Republic,1981,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,5,8,1,3,4,,USR,
CZE,315,Czech Republic,1982,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,4,5,9,2,3,4,,USR,
CZE,315,Czech Republic,1983,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,4,7,1,2,3,,USR,
CZE,315,Czech Republic,1984,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,7,10,1,2,3,,USR,
CZE,315,Czech Republic,1985,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,7,10,1,2,3,,USR,
CZE,315,Czech Republic,1986,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,5,8,1,2,3,,USR,
CZE,315,Czech Republic,1987,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,5,8,1,2,3,,USR,
CZE,315,Czech Republic,1988,1,0,0,0,0,0,0,0,0,0,0,6,3,0,3,1,0,1,0,30,3,5,8,1,2,3,,USR,
CZE,315,Czech Republic,1989,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,6,6,0,3,3,,,
CZE,315,Czech Republic,1990,1,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,1,1,0,30,0,7,7,0,3,3,USR,,
CZE,315,Czech Republic,1991,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,34,0,8,8,0,4,4,,,
CZE,315,Czech Republic,1992,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,15,15,0,5,5,,,
CZE,316,Czech Republic,1993,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,15,15,0,5,5,,,
CZE,316,Czech Republic,1994,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,20,20,0,7,7,,,
CZE,316,Czech Republic,1995,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,18,18,0,6,6,,,
CZE,316,Czech Republic,1996,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,9,9,0,4,4,,,
CZE,316,Czech Republic,1997,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,7,7,0,4,4,,,
CZE,316,Czech Republic,1998,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,6,6,0,2,2,,,
CZE,316,Czech Republic,1999,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,3,11,14,1,3,3,,,
CZE,316,Czech Republic,2000,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
CZE,316,Czech Republic,2001,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
CZE,316,Czech Republic,2002,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
CZE,316,Czech Republic,2003,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
CZE,316,Czech Republic,2004,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,5,5,0,2,2,,,
CZE,316,Czech Republic,2005,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,5,5,0,2,2,,,
CZE,316,Czech Republic,2006,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,8,8,0,3,3,,,
CZE,316,Czech Republic,2007,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,4,4,0,2,2,,,
CZE,316,Czech Republic,2008,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,1,5,6,1,3,3,,,
CZE,316,Czech Republic,2009,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
CZE,316,Czech Republic,2010,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
CZE,316,Czech Republic,2011,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
CZE,316,Czech Republic,2012,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
DNK,390,Denmark,1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,5,7,1,1,2,,,
DNK,390,Denmark,1947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,5,7,1,1,2,,,
DNK,390,Denmark,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,8,2,1,3,,,
DNK,390,Denmark,1949,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,5,8,2,1,3,,,
DNK,390,Denmark,1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
DNK,390,Denmark,1951,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
DNK,390,Denmark,1952,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
DNK,390,Denmark,1953,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,3,0,3,,,
DNK,390,Denmark,1954,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,2,0,2,,,
DNK,390,Denmark,1955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
DNK,390,Denmark,1956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,6,0,6,2,0,2,,,
DNK,390,Denmark,1957,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
DNK,390,Denmark,1958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
DNK,390,Denmark,1959,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
DNK,390,Denmark,1960,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,0,3,1,0,1,,,
DNK,390,Denmark,1961,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,4,0,4,2,0,2,,,
DNK,390,Denmark,1962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,4,0,4,2,0,2,,,
DNK,390,Denmark,1963,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,1,1,0,1,,,
DNK,390,Denmark,1964,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,1,1,0,1,,,
DNK,390,Denmark,1965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
DNK,390,Denmark,1966,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
DNK,390,Denmark,1967,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,0,2,1,0,1,,,
DNK,390,Denmark,1968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,2,4,1,2,3,,,
DNK,390,Denmark,1969,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,2,5,2,1,3,,,
DNK,390,Denmark,1970,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
DNK,390,Denmark,1971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
DNK,390,Denmark,1972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
DNK,390,Denmark,1973,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,3,5,1,2,3,,,
DNK,390,Denmark,1974,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,5,7,1,3,4,,,
DNK,390,Denmark,1975,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,2,5,7,1,3,4,,,
DNK,390,Denmark,1976,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,5,5,0,3,3,,,
DNK,390,Denmark,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
DNK,390,Denmark,1978,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
DNK,390,Denmark,1979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
DNK,390,Denmark,1980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,7,10,1,3,4,,,
DNK,390,Denmark,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,5,8,1,3,4,,,
DNK,390,Denmark,1982,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,4,5,9,2,3,4,,,
DNK,390,Denmark,1983,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,4,7,1,2,3,,,
DNK,390,Denmark,1984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,7,10,1,2,3,,,
DNK,390,Denmark,1985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,7,10,1,2,3,,,
DNK,390,Denmark,1986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,5,8,1,2,3,,,
DNK,390,Denmark,1987,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,5,8,1,2,3,,,
DNK,390,Denmark,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,3,5,8,1,2,3,,,
DNK,390,Denmark,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,6,6,0,3,3,,,
DNK,390,Denmark,1990,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,7,7,0,3,3,,,
DNK,390,Denmark,1991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,8,8,0,4,4,,,
DNK,390,Denmark,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,15,15,0,5,5,,,
DNK,390,Denmark,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,15,15,0,5,5,,,
DNK,390,Denmark,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,20,20,0,7,7,,,
DNK,390,Denmark,1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,18,18,0,6,6,,,
DNK,390,Denmark,1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,9,9,0,4,4,,,
DNK,390,Denmark,1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,7,7,0,4,4,,,
DNK,390,Denmark,1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,6,6,0,2,2,,,
DNK,390,Denmark,1999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,3,11,14,1,3,3,,,
DNK,390,Denmark,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
DNK,390,Denmark,2001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
DNK,390,Denmark,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
DNK,390,Denmark,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,4,4,0,1,1,,,
DNK,390,Denmark,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,5,5,0,2,2,,,
DNK,390,Denmark,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,5,5,0,2,2,,,
DNK,390,Denmark,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,8,8,0,3,3,,,
DNK,390,Denmark,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,4,4,0,2,2,,,
DNK,390,Denmark,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,1,5,6,1,3,3,,,
DNK,390,Denmark,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
DNK,390,Denmark,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
DNK,390,Denmark,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
DNK,390,Denmark,2012,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,5,5,0,3,3,,,
DJI,522,Djibouti,1977,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,1,1,2,13,0,18,18,0,4,4,ETH,,
DJI,522,Djibouti,1978,1,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,2,2,2,13,0,19,19,0,5,5,"ETH,SOM",,
DJI,522,Djibouti,1979,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,1,1,2,13,0,18,18,0,4,4,ETH,,
DJI,522,Djibouti,1980,1,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,2,13,0,13,13,0,3,3,ETH,,
DJI,522,Djibouti,1981,1,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,2,13,0,13,13,0,3,3,ETH,,
DJI,522,Djibouti,1982,1,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,2,13,0,13,13,0,3,3,ETH,,
